Symbol,gyn_minus_skcm_log10
MAPK15,1.2241623357590716
TSTD1,1.2191070416323628
ESRP2,1.2154189652709
GRHL2,1.2140237023856804
FOXJ1,1.2034061849168902
CHMP4C,1.2017147787639664
ARHGAP8,1.1944332830404933
C6orf132,1.1923476748402297
LAD1,1.1863568004322946
RNU4-1,1.1834404747840241
TSPAN1,1.1799036989062532
C1orf210,1.1788905383850943
CRABP1,1.178673638599018
SCGB1D2,1.1608868251154765
OVOL2,1.1582594720452493
CRACR2B,1.1524316478429761
INAVA,1.1517780617775453
KRT5,1.1394739973752634
PROM1,1.1365943972087202
EPN3,1.1348592797679027
KLK11,1.1313656270909669
PBX1,1.125864676739734
PRSS22,1.1233189872032237
NECTIN4,1.121509883289926
PRR15,1.1183856125105258
HID1,1.1138116024404066
AGR2,1.1032491297075102
LDOC1,1.0997512000914242
MEST,1.093822942626085
MUC20,1.091577981142185
PI3,1.0837180658929577
SLC44A4,1.082046714788133
CNKSR1,1.0818867832861836
BCAM,1.0795786554997038
CAPS,1.07596828560567
KLK6,1.0746971207139953
MECOM,1.0722148937355627
CAMSAP3,1.0709618874387077
BICDL2,1.0686184650559893
GPRC5C,1.0663084323710499
LYPD6B,1.0644332804627086
KCNK1,1.0644041190703724
LRRN2,1.0631119023346778
GSTO2,1.0611578346691237
MISP,1.0591062795729644
SPDEF,1.0588616349688202
DSG2,1.0583229086419341
EVPL,1.0481701253789037
ESPN,1.0456389656894212
KLF5,1.0450163380959268
MACROH2A2,1.0438482408539966
MPZL2,1.0419483902010411
MARVELD3,1.034888211936766
PKP2,1.02782885476753
BSPRY,1.023330265554792
LRIG1,1.023052473183304
ESR1,1.022559061792435
KLHDC9,1.0205069445680293
LLGL2,1.017296690630452
DSC2,1.01417347143442
VGLL1,1.0083802430604034
ELAPOR1,1.003982724659387
GGT6,1.0036868821144354
ANXA3,0.9887930240832757
LTF,0.9886021515878347
OCIAD2,0.9862369714145547
TMSB4XP8,0.9855547409268133
C11orf52,0.983916974131573
SCARA3,0.9837595678388119
KLK7,0.9834935614012577
FAM171A1,0.9809408103880892
UCHL1,0.9807898994229485
SAA2,0.9805857505396322
ARAP1-AS1,0.9798229435074932
GABRP,0.979441544627183
AGR3,0.9702958911735468
FAAH2,0.9627882021536097
CLDN10,0.9620519397059264
MGST1,0.961206231845744
RHOV,0.9587142902473209
SPON1,0.9575564020027085
EMX2OS,0.9549260448073694
HSD11B2,0.9515106439771293
ANK3,0.9489515360904858
HPN,0.9489392590747583
TMEM30B,0.9470272282734409
EPS8L2,0.9402694718308385
EMID1,0.9388599839360572
PRSS16,0.935925980383477
ST6GALNAC1,0.9356419257688496
CXADR,0.9301596871890989
NLRP2,0.9296405777066429
DNALI1,0.9269930261719106
TMSB4XP6,0.9211641737796543
OCLN,0.9175442426107616
PCSK1N,0.9174450877327556
ITGB4,0.9165359830480788
EPHA1,0.9160944354969494
ALDH3B2,0.9090828963385646
PTPRF,0.9076586327718736
ENPP5,0.9041220808728249
PITX1,0.9038983209989355
CDS1,0.9022064021107477
SUSD4,0.90056849240666
KIF1A,0.9005525997725634
MDK,0.900360621951104
FAM110C,0.8984564688647064
WWC1,0.8973657180237825
PLEKHG4B,0.8942929873053244
MIR205HG,0.8929849233168269
RAI2,0.8907066155499188
KLK5,0.8867633637140709
CGN,0.8850076435334215
TPD52L1,0.8847269074287922
PLPP2,0.8833303244539965
TCIM,0.8777480589030258
KRT16,0.877450107460924
ANKRD65,0.8755930809560589
JUP,0.8752073131404521
TC2N,0.8748603650635973
NMU,0.8705604984617665
BCL11A,0.8703916403670604
C3,0.8699899244562743
KCTD14,0.8646559773478243
ENTPD2,0.8632735205539949
DEGS2,0.8628515945901651
THSD4,0.861849607044135
ACSM3,0.8609874092769563
MEIS1,0.8598592416807652
KRT15,0.8573834621457108
MYO5B,0.8566221556902833
LCN12,0.8528762652279062
CAPN13,0.849382850920233
MSI1,0.8482832714038678
PIGR,0.8425989057552729
KIF12,0.8410100230999047
TMEM184A,0.8405692330067135
CFAP126,0.8394662213881801
PLEKHG6,0.8393863107847254
SH2D3A,0.8387155265282686
PRR36,0.8379337657541133
PRRG2,0.8372057907013529
CA9,0.8366983217326763
SLC29A2,0.8362787502518276
RHOD,0.8356760467635393
ERP27,0.8344178330283238
REC8,0.8328486976035097
PPL,0.8312574726612592
EPB41L4B,0.8278859536793294
RASAL1,0.827419585031292
S100P,0.8264312249284252
MTARC1,0.8228116367887888
SBK1,0.8225985441892371
RBM47,0.8211469299053239
CRIP1,0.8183099239679092
ELMO3,0.8156548437646414
B3GNT3,0.8147625793521842
PLEKHS1,0.8135188178979991
ILDR1,0.8115120392502209
ITGB6,0.8111720587395401
LPAR3,0.8109707868395188
CCNA1,0.8098264482954116
LGR5,0.8089452515206509
RSPH1,0.808740166551342
LAMA3,0.8084017226892468
CKMT1B,0.8080973100352054
FGF18,0.8076354310707298
UCA1,0.8049465948251886
TMEM265,0.8047044944200612
LIMS4,0.8035044571446255
ANO9,0.8034864270060444
CLDN1,0.8030337637601415
IQANK1,0.8028655795826508
HP,0.8023266772548878
DNAJB13,0.8010588719608114
SHROOM3,0.8008042338789725
MAP7,0.796569766150725
ALPL,0.796195538124457
GOLT1A,0.7942520395467175
ATP6V1B1,0.7935313076520847
CPAMD8,0.7931457942720606
MMP11,0.7918241828046428
FAAH,0.7918200206899502
DLX5,0.7914703536320464
LRRTM1,0.7900249010928884
PLLP,0.7891423248693162
TNFSF10,0.7886026913799591
MARVELD2,0.7860241730143842
LRRC61,0.784947119152795
SLC38A1,0.7837045147347222
CTXN1,0.7833869124269138
TMPRSS13,0.7818969178199511
CIMAP3,0.7815087685225451
LEMD1,0.7813627642953482
CKMT1A,0.7808034281566345
WNK2,0.7791230260722545
OR7E14P,0.7786543159266763
SNORD15B,0.7782526967286216
LINC00958,0.7772471517582944
DDAH1,0.7767379360978268
BIK,0.7762195442051494
KIAA1217,0.7742016221708352
NHSL3,0.7709146406047417
RGL3,0.7701498505525426
BMP7,0.7692580782284812
RORC,0.7691766527492153
PPP1R14C,0.7685333851478144
SST,0.7666634631253885
CDCP1,0.7619374849610435
SOX9,0.7572269400329017
WT1,0.7537393769613224
TTC22,0.7535798498771956
PRTFDC1,0.7512270320317525
CFAP144,0.750885300912115
EPS8L1,0.7492115830182655
RNF183,0.7485467971571423
TMEM238,0.7471062378291796
BEX5,0.7433959730717132
PDE9A,0.7417552876386105
SYTL1,0.7404822124531121
F2RL1,0.7400810060289142
COL4A5,0.739396777073354
KLHL14,0.7377040548260094
IGFBP2,0.7376838842950817
HGD,0.7329719025697612
ADIRF,0.7317449894740509
TESMIN,0.7310516513410006
F11R,0.7305537492508154
FUT2,0.7302788279691368
RBBP8NL,0.7258405068592306
CLDN6,0.7247001070576597
SCX,0.7245685476982064
STK33,0.7238230780570046
SGPP2,0.7233055126318253
RNVU1-7,0.7221045358639075
TNNC1,0.7194676322224458
LINC01106,0.7190610750530759
TFF3,0.7184991008627475
PODXL,0.7149034242023626
TSPAN13,0.7137831212085374
MAP3K21,0.7116864525070455
TMC5,0.7092693853378216
BCAT1,0.7086775895353441
RGMA,0.7067498340068847
CDKN2A,0.7061796618817933
UPK3B,0.7056801940003008
ADGRL2,0.7025677054230536
PPP1R13L,0.7017726246643418
MAPK13,0.7007214801782883
KRT80,0.6996549550120297
NUPR2,0.6992660123417007
S100A2,0.6987323202898472
NOXA1,0.6976310355334211
EDN2,0.6974771327956597
LRATD1,0.6955952659404094
STON2,0.6952807182854761
UPK1B,0.6947243896766964
TNNI3,0.6941095318424384
SPEG,0.6939993240931337
GALNT14,0.6935731177771364
FAM107A,0.6935029410907388
MYO6,0.6934796980512964
COL9A2,0.6919236153536458
MEX3A,0.6899438131654485
LRG1,0.6891810076897636
NTN1,0.6889858446084873
ARHGEF16,0.6873258988858455
PTN,0.6871289303381427
H2AC19,0.6856127445323434
SLC52A3,0.6847727419170097
TNFAIP2,0.684678310580308
STC2,0.6845489093772863
PCP4,0.68247763823067
LGALS7B,0.6824568304755648
CFAP276,0.6816004489583349
CYP4X1,0.6812739674357848
ID1,0.6808439608119138
ASRGL1,0.6807967588183051
DACT2,0.6802170136463949
PRSS2,0.6786740343435353
H2AC8,0.6783904338877915
PIERCE1,0.6783751337816529
SNORA50C,0.6783191869843465
ZMYND10,0.6777493212865247
GLB1L2,0.677110450544669
DMKN,0.6769719649998618
GPR27,0.6757638245086456
GJB3,0.673263836261539
AKR1C3,0.6711701111732282
MB,0.6706860639722135
TSPAN12,0.6705360415550761
FZD10-AS1,0.6703985667626238
LAMA5,0.6700565297793653
SERINC2,0.6667150571552374
NGEF,0.6663138369284078
ZNF467,0.6660710225413302
TEKT2,0.6660581301956207
OGDHL,0.6640678098811384
PTGS1,0.6639422130212429
HEBP2,0.6603656185154272
PLS1,0.6601763895918662
MAB21L4,0.6600981654529661
GPR160,0.6589595966833732
PLEKHA7,0.6584818268790764
ATP2C2,0.6569059119413314
ARTN,0.6562644965814447
PATJ,0.6561552012337102
CHI3L1,0.6558859755587421
C1orf116,0.6556754868224199
PDLIM1,0.654828176002096
CA8,0.6538675093403858
HS6ST1,0.653000795115869
LY6K,0.6504003363609289
IL20RA,0.6489248627683876
TM4SF1,0.648370808284191
MYO5C,0.646464499830702
TMEM25,0.6454312697053622
GRTP1,0.6444304054479476
LINC01123,0.6444184973735445
RAB3IP,0.6440452531289108
MUC5B,0.6439987681358154
CACNG4,0.6439802602059349
ATP8B1,0.6432224298661897
GALNT6,0.6424380438269572
TNFRSF25,0.6418691423341967
FABP6,0.641214444760473
FAM3B,0.6411939914541969
ARMC3,0.6401903080636577
PAK6,0.6401729412263617
ESRP1,0.6401023893807474
WNT7A,0.6392397635786271
SHANK2,0.6386186260682593
PPP1R14A,0.6384044822010407
WNT11,0.6378845376622543
GARIN5A,0.6370233460029635
NSUN7,0.6360310179794044
TM7SF2,0.6346279937343473
FAM83E,0.6345830200225479
FAM83F,0.6329764078419234
EGFR,0.6318882739671504
SPMIP6,0.6316545099816716
TMPRSS2,0.6305363154665549
CTSV,0.6304690719003507
NET1,0.629456936840098
DYDC2,0.6285203056132861
GRHL1,0.6282800529288779
CFI,0.6281681247740648
NMNAT3,0.6276329030875194
CKB,0.62710405921824
TTC9,0.625862543697429
CALML5,0.6244239322943753
RHOU,0.6227763388586669
SERTAD4-AS1,0.6219130570262795
ZBTB7C,0.6201219167864127
PDGFC,0.619122084648569
ABLIM1,0.618556080799314
IGF2,0.6181787231250947
DLG3,0.6174428700875283
GJA1,0.616623066037845
KCNMB2-AS1,0.6162260772512771
BBOX1,0.6160211957514277
SCD5,0.6158858442558973
MAGI1,0.6152538835041451
OVOL1,0.6146630471514195
CFAP45,0.6144328086357684
GRB14,0.6120494208275736
GPAA1P2,0.6114724854780956
ARHGEF35,0.61046768946748
SIX4,0.6102894702110269
HOMER2,0.6099974889623271
EPPK1,0.6091555723314795
TJP2,0.6081176547420835
USP43,0.608004211240085
A4GALT,0.6078560809364378
APOA1,0.6075477637561851
NUAK2,0.607238164542883
SH3YL1,0.6067104206164502
PART1,0.6057148107018773
CFAP300,0.6055251565945521
NXNL2,0.6038448032859411
LZTS3,0.6034428037935344
CRACDL,0.6029169433912397
ECRG4,0.6024229602956109
HOXB-AS3,0.602065816499588
C2orf15,0.6011645458835109
TLE2,0.6011355590232479
ZSCAN18,0.600566441586069
NPNT,0.6002931087455662
PHYHD1,0.5992794192726626
TRPS1,0.5990030996230746
AOC1,0.5983980391561264
MPP7,0.5983539909598286
DAPL1,0.5980753704712194
SCGB3A1,0.5974135774448626
SBSPON,0.5968345287251569
KLC3,0.5948380164378062
TSPOAP1,0.5947095637681208
PKHD1L1,0.5940386761935427
FZD10,0.5938469906219291
KCNK15,0.5934671528364579
PADI2,0.592351004334621
CDR2L,0.591569767129571
P4HTM,0.5911167100927831
TFCP2L1,0.5902100662589218
POU5F1,0.589173645993918
LGR6,0.587648101215328
MYCL,0.5875067400311567
RNU1-1,0.5869836851627093
ELF5,0.5869279704537933
PAWR,0.5861289563848942
CIMIP1,0.5858400126773343
HOOK1,0.5857882781972195
HSH2D,0.5852837760899581
CDC42BPG,0.5844141512776306
MALAT1,0.5842071392050319
MST1R,0.5838167900817369
SLC16A9,0.5828925853079715
CFAP251,0.5820594469621545
PSD4,0.5819351882660022
UCP2,0.5818329336055039
EGFL6,0.5815641707167879
ZNF204P,0.5814440437094609
CAPSL,0.5810645982589303
ENPP4,0.5807268644487066
CCDC146,0.5803271612496756
LINC01503,0.5799332182857686
SLC12A8,0.5797208432099925
SAMD11,0.5794808998596706
PRSS21,0.579445382252503
CLGN,0.5787363071145437
FAM181A,0.578596243047133
LY75,0.578248452893449
SCNN1B,0.5779519359672456
RHPN2,0.5768479731358813
TRPV6,0.5764007953529238
GABRE,0.5761838830055452
EFNA1,0.5760982979363984
SLC25A10,0.5759344022667028
RNU1-2,0.5742438895753432
RNU1-4,0.5742438895753432
RNU1-27P,0.5742438895753432
FUT3,0.5741784647665553
ATP6V1C2,0.5727511337402107
DLX6,0.5727306632527891
FOXQ1,0.5725543740615081
B4GALNT4,0.5724401720932166
PLAAT1,0.572180942643791
SYBU,0.5718307995711709
CFAP90,0.5708171826730621
PERP,0.5707955565427059
FZD8,0.5704346034692377
SLC35F2,0.5703835397539891
PALM3,0.5702161019424291
EDN1,0.5698471783794512
RNU1-3,0.5695612671994958
RNU1-28P,0.5695612671994958
RNVU1-18,0.5695612671994958
RCOR2,0.5689829178755901
SH3RF2,0.5687382544524863
KCNK5,0.5685942200868042
TMEM92,0.5683396876836302
PCDH19,0.5681598343900593
BMPR1B-DT,0.5679906394695318
COBL,0.567742837880677
MIR99AHG,0.5672449945252303
OPLAH,0.5670718647581156
CCDC88C,0.5668411323832963
FBLN1,0.5651630929636715
KRT6A,0.5647667079211951
MAGIX,0.5644465837536465
NTN4,0.562542644358444
FANK1,0.5622241206295349
CST6,0.5620605251846831
CDH6,0.5615700734759195
GPT2,0.561223643173162
C4B,0.5610952608680779
ARHGEF19,0.560916100014608
NREP,0.5607946577385001
BTC,0.559933505557022
RDH10,0.559929998196685
CAPN6,0.5593670030106034
DOK7,0.5586599381747788
SEMA3F,0.5580444835216077
GLIS3,0.5577036403275892
OSR2,0.5570519528093021
TPBG,0.5568344420129947
UNC5B-AS1,0.556246221408962
SMKR1,0.5559968041663279
BARX2,0.5559018052543481
PALMD,0.5552171896634681
LRATD2,0.5543380210453306
UGT2B7,0.5526425080283702
RASSF7,0.5524108814134041
PROSER2,0.5514674579788755
SNCG,0.5512323153322395
WNT5A,0.5507525877594839
SYT7,0.55041807286514
AR,0.5502649739938005
TMEM45B,0.5494921027571815
SMAGP,0.5490791971146318
CMTM8,0.5477452225099726
C10orf95-AS1,0.5476889702898712
NUS1P2,0.5476364235227386
CLUL1,0.5475372556673366
PRKCQ-AS1,0.5473821501663736
INHBB,0.5470273082353447
ACTR3C,0.5459476931797878
C4A,0.5438002993071189
MANSC1,0.5437460889431918
CYP4B1,0.5437241774527128
COL23A1,0.5431611252877717
SAMD12,0.5416573219957923
POU2F3,0.5407915191938456
CLCF1,0.5399742001134642
CASZ1,0.5389492866310999
TUBA4A,0.538483472612131
ERICH5,0.5379901867546131
SLC40A1,0.5377551804556416
SNORD3A,0.5373917657159175
GRAMD2A,0.5372090971644905
DEPTOR,0.5365848226543478
STK26,0.5364446508566023
KRT81,0.5359386434313743
LRRN1,0.5352428717987996
MPZL3,0.5350838043827215
SERTAD4,0.5344465132552827
CCDC74A,0.5334932343816591
ZNF90,0.5322201146489066
CLIC3,0.5321195688108796
ARHGEF4,0.5320665674255158
YBX2,0.530918995226916
MT1G,0.5308662872364942
CCDC74B,0.5302492880708699
TFPI2,0.5294244455578643
ITGB8,0.5289585643985547
MAGED4B,0.5285229970822655
STX19,0.5284540875432648
NEBL,0.5283607651871733
HOXB8,0.5279871800637226
SALL1,0.5276570648926482
MSX1,0.5276374895296903
ENTPD3,0.5272117610724908
CAPN12,0.5271234048599086
WDR86-AS1,0.5265708236455016
DCDC2,0.5260274242174425
ROR2,0.5253965980971822
PLEKHG5,0.5249026869573954
CALB2,0.5246470267780714
MFSD6L,0.5242540335658779
C12orf75,0.5238707706138934
TMEM132A,0.5236355868879798
TINAGL1,0.5234187903076367
TNNT1,0.5232942750736921
CIMIP2B,0.521951154058331
GALNT3,0.5218920224920097
EPHB6,0.521648747439601
TRIM17,0.5213438796845347
ERICH2,0.5213388999308319
GPC4,0.5205078108269768
ZNF711,0.519975119398093
RNU2-2P,0.5199042292744014
SCNN1G,0.5191031803160651
ALKAL2,0.5185094760244071
LNX1,0.5184912487578648
ALS2CL,0.5183824190224754
ZNF185,0.5177611680867319
IDO1,0.5170646665446442
F3,0.5169049531185186
ZSCAN31,0.5163045786952578
CCDC6,0.5143620584532769
ZNF695,0.5135943189258941
WDR86,0.5134870490969583
MT1H,0.5127538775774119
IFI27,0.5127035421058022
SERPINB5,0.5118617180004585
SLC4A11,0.5097721204461587
PCDHB2,0.5097461388765483
HOXB6,0.5097434387928733
ME3,0.5093039282460088
ANKEF1,0.5088292078332055
ABHD11,0.5082500487187771
IL1R1,0.50812440969689
LINC01139,0.5079977202041942
CNFN,0.5078400728021294
KCNH2,0.5078148668618416
AFDN,0.5074908331564043
PTPRU,0.5070811822323025
KLHL23,0.5068778937749134
DHRS3,0.5068252567218055
CSRP2,0.5066900034523376
SNORA73A,0.5061934234565488
WNT10A,0.5052563608960212
STARD10,0.5050520951483852
SFRP4,0.5048955536855001
BEND7,0.5047711295954862
HOXB5,0.5046548221453575
RASD1,0.503604121260071
CTAGE4,0.5027465271018073
PLCH1,0.5026772852081538
ELN,0.5023533566131252
SYT17,0.501044463455666
DES,0.5004866450328818
PRKCI,0.4997288732496047
EFNA4,0.49932007270638135
ANO1,0.499030463088475
ECHDC2,0.49899742784438583
MFAP2,0.49872438495617955
ZNF165,0.49779811788854533
LOXL1-AS1,0.49779439128037106
ECEL1,0.4974903865404176
LPAR2,0.4967732837867693
MMEL1,0.4963865629191285
ZNF793-AS1,0.4959191390857873
CHDH,0.4955495638805614
TGFA,0.49500219062703066
MCF2L-AS1,0.4936656317564575
CHODL,0.49351525975102867
RNASET2,0.4930424307443402
KCNG1,0.4929692733981772
SPA17,0.49242247840025777
CLDN9,0.49222661425011627
AMY1C,0.4920484395181865
SUSD3,0.49149005508680965
MORN5,0.4914335499348864
RHBDL2,0.49113954449565433
RASSF10,0.490902854486111
SMOC2,0.49067201165352436
ISG15,0.49054066007664554
BEX2,0.49029229379233685
TP53I11,0.4895293574608126
MACC1,0.48932895871995397
ID4,0.4891510954520769
RHPN1,0.4888101554542774
LRP5,0.4888087924473399
AQP3,0.4888012410511403
GSTM1,0.4876168846628693
CLIC5,0.4874839906454296
DYNLT2B,0.4874523940885802
LIMS3,0.48723396488845727
MDFI,0.48717895772588904
COL26A1,0.4869243461714428
SPTBN2,0.4864304215946633
STRA6,0.4861990412959053
GLRB,0.48568505485692404
PLEKHA6,0.4848071794844025
ANXA8,0.48479936388044453
MAP2K6,0.48473199206822526
RAP1GAP2,0.4842830499130451
SNORA12,0.48388507252373386
ZNF667-AS1,0.4834983259649167
GSDMB,0.48229473782837323
VAV3,0.48207452106865356
RN7SK,0.4818498448294535
GLYATL2,0.48144460190616567
GADD45G,0.48140222215398015
RBM38,0.4812266296374299
STOX1,0.48048155734215015
SDC1,0.4802294611646645
SDK1,0.47990346437833686
PAM,0.47959530993662325
LINC00240,0.47927228057750854
BNIPL,0.47890300935131036
HSPB6,0.4783989977015093
ZNF415,0.47767216172254306
COLCA1,0.47685249014562137
HES4,0.476528086331906
SEL1L3,0.4762649402960104
SLC15A2,0.47531834947376483
TSHZ2,0.47516906048075436
MLXIPL,0.4750253972575544
CREB3L1,0.47494156251899045
BEX1,0.4744221074478552
RAMP1,0.47406002125655244
CTF1,0.4737276654651523
FERMT1,0.4735446086306315
CFAP221,0.47331101477568993
ROPN1L,0.47330518504415175
SINHCAF,0.4731610181677228
ARHGEF5,0.47259532155281914
LAMP5,0.4724703436613733
SPATA17,0.47243117684115293
B3GALNT1,0.47221923856437387
CPZ,0.472056085238797
IPO5P1,0.4720370197640983
C12orf56,0.47144526861230707
SPEF2,0.47086764841730666
DACH1,0.47022913613268025
NDP,0.4702086882955243
TMSB15B,0.4701558720263424
SULT2B1,0.4692214493125977
CEACAM19,0.46873804464204605
CRYBG2,0.46843072945679765
TMEM178A,0.46826397263263375
FAM81B,0.46810333979287366
MYB,0.4678426106944927
MYL11,0.4669629589806831
PACSIN1,0.46681460842116473
ADAM28,0.4663307094551333
SLC29A4,0.46596612657770103
NCMAP,0.46478800976597706
CXCL14,0.4646021484562677
GPR39,0.4645004577011924
TSPAN15,0.4639628960543194
P2RY2,0.4639072959055999
STEAP3,0.4637324563381757
ARHGAP29,0.46332012057787275
NPR1,0.4630876967948616
RNU11,0.4628729810234594
CFAP91,0.46242430890193825
FAM171A2,0.4618274714267444
PPIC,0.4618182384239027
ACSL5,0.46178082036678647
ZNF750,0.4616328929235083
NRAD1,0.46161020830351895
SLC5A1,0.4611607562581637
C1orf226,0.460956909382301
BASP1,0.4606918504739621
BLACAT1,0.46056105692089794
LTBP1,0.46028273162066335
INPP5J,0.46013028106379483
DOK5,0.45932672536319663
GPAA1P1,0.45924101544763174
HOOK2,0.4582672754347046
DNAAF3,0.4580746587964547
NFIB,0.4572562220008609
FRAT2,0.45722650206434035
SMIM6,0.45686520411297404
RRAD,0.4565106731184413
ZNF793,0.45586866442053053
CCL20,0.4557929935166836
IFITM1,0.45564268524762364
EFNB2,0.45560835727823323
CST1,0.454840969641432
TUBBP5,0.45446569020091193
SNORA57,0.4544530588262266
ARMCX7P,0.4543655246402032
AS3MT,0.4534743668215949
CD164L2,0.45329124777716234
TMEM47,0.45299161634093355
KCNC3,0.45288270024687016
SPTLC3,0.4520021008105151
SVOPL,0.4518992116647337
PGGHG,0.45096299394042716
MT1F,0.4509227280837671
SNORD10,0.4498147979871336
FGFR3,0.4497380781719257
OLFM2,0.4496893229822093
CKMT2,0.4494696732500001
PRKX,0.4493127548996422
RASEF,0.44919108438556415
H2BC9,0.4491723504764811
LINC01515,0.44887272714790816
SOSTDC1,0.44863044612289704
FOXA2,0.4486085182087128
GOLGA2P7,0.4485417471503397
IQCG,0.448308314930266
SH2D4A,0.44795656666975936
ERBB2,0.44757531734343825
SYT8,0.447348171333591
CXCL2,0.44705611734490425
ISLR,0.4453854325174824
PRAP1,0.44537647470181
SNORA73B,0.44518843409388875
SH3BGRL2,0.4450875739066605
CABYR,0.4449661529018657
STEAP2,0.4446404913328148
IL17RE,0.4446029926177219
RASL11B,0.44449788459092643
FADS2,0.4444032062504588
ALDH2,0.4439375754158561
ITGA2B,0.4439328327667956
GKAP1,0.4437850940309538
FOXA1,0.4435685373703491
GSTA1,0.44303866923731194
EPB41L5,0.44222523635516553
CASP6,0.44218780747923214
NUP62CL,0.4421653644832624
ZNF682,0.44179634480162583
PARD6B,0.4416887473054644
MFAP5,0.4406053880893196
AMN,0.44058733394061966
FCGBP,0.44028076660041965
EPHB3,0.4402341302104744
ACSS3,0.44004106445100977
SCG5,0.43980477367570686
APCDD1,0.43969961220687004
CAPN9,0.4396763240253605
NRARP,0.43962432055480866
CLSTN3,0.4394723431028602
GCNT1,0.43932053880010086
GGT1,0.439027250186822
LRRC8E,0.4386385457497514
LIMCH1,0.4386334233099841
CBS,0.4384855834835093
CORO2A,0.43846602849264643
APLP1,0.43776837030932203
ERRFI1,0.43774991849437417
CFAP206,0.43750351450594593
PACRG,0.43695601221020186
DNAAF1,0.43649812452050707
FAM221A,0.4362314154108911
CLDN16,0.43594776340818236
WFDC21P,0.4352082844277977
PRIMA1,0.4352072019060384
PLXDC2,0.43480197039087254
ZNF239,0.4346447031582748
BMPR1B,0.43458343840967534
CEBPD,0.4342678774807922
NR2F6,0.43424413949675555
MYCN,0.4338987548273755
SHB,0.43342171649052674
POU2AF3,0.4330356892565769
ST6GALNAC5,0.43193456040359635
SLC2A12,0.43170257894254005
PPP1R1A,0.4313648180961111
SDR42E1,0.4313360612294859
FAM241B,0.4312597738271883
DGUOK-AS1,0.4310053863074171
TNNT2,0.4308277954971105
HMGB3,0.4306895807083637
ERVMER34-1,0.4302795532352963
PPIL6,0.42984538463253646
ARHGAP44,0.42965145946488603
ADAM32,0.4296317791782127
ALG1L1P,0.4289787542848115
PRRG4,0.4289044616818615
FBLN5,0.42854686047228163
TSPYL5,0.42808739064385415
SLC25A29,0.42778810632546693
SPAG17,0.42766956409520906
IQCN,0.427428848871385
SERPINA1,0.4270503194119566
GPX3,0.42685182690457313
HOXB3,0.42681041896472494
SMIM24,0.42655822880171895
NYNRIN,0.42645285014866324
ABCC3,0.4264225554045409
PLEKHG1,0.4262847341238786
STRBP,0.4262125214167316
KRT6B,0.425646791177325
SLC27A6,0.4255996829683168
CGNL1,0.4249809773938438
PLXNB1,0.4245488827733299
SMAD6,0.4244355426845162
CALML4,0.42410843370378937
KANK4,0.42357686993438776
SYK,0.42327066678914393
APOL4,0.4232178872527266
ELL3,0.42277287664478413
FAM83H,0.42264747286406146
RASGEF1A,0.42229525702119186
DYNLT1,0.4214110643546425
HOPX,0.4206522161587517
EFNA3,0.42059125049387946
VASN,0.42042826918087906
WT1-AS,0.4201011442652988
